timestamp,latitude,longitude
2026-05-26T22:43:24,48.58743,7.77109
2026-05-26T22:43:33,48.58660,7.77223
2026-05-26T22:43:42,48.58786,7.77165
2026-05-26T22:43:50,48.58798,7.77111
2026-05-26T22:43:58,48.58789,7.77152
2026-05-26T22:44:07,48.58786,7.77165
2026-05-26T22:44:15,48.58743,7.77109
2026-05-26T22:44:23,48.58752,7.77098
2026-05-26T22:44:31,48.58793,7.77104
2026-05-26T22:44:39,48.58778,7.77180
2026-05-26T22:44:47,48.58776,7.77146
2026-05-26T22:44:55,48.58772,7.77173
2026-05-26T22:45:04,48.58749,7.77265
2026-05-26T22:45:12,48.58765,7.77214
2026-05-26T22:45:20,48.58622,7.77404
2026-05-26T22:45:28,48.58632,7.77350
2026-05-26T22:45:36,48.58730,7.77123
2026-05-26T22:45:44,48.58634,7.77342
2026-05-26T22:45:53,48.58743,7.77109
2026-05-26T22:46:01,48.58580,7.77497
2026-05-26T22:46:09,48.58590,7.77469
2026-05-26T22:46:17,48.58611,7.77439
2026-05-26T22:46:26,48.58632,7.77350
2026-05-26T22:46:34,48.58623,7.77393
2026-05-26T22:46:42,48.58669,7.77200
2026-05-26T22:46:51,48.58625,7.77379
2026-05-26T22:46:59,48.58673,7.77175
2026-05-26T22:47:07,48.58638,7.77135
2026-05-26T22:47:15,48.58630,7.76959
2026-05-26T22:47:24,48.58645,7.77144
2026-05-26T22:47:33,48.58527,7.77290
2026-05-26T22:47:42,48.58612,7.77132
2026-05-26T22:47:51,48.58623,7.77154
2026-05-26T22:48:00,48.58562,7.77237
2026-05-26T22:48:08,48.58623,7.77154
2026-05-26T22:48:18,48.58520,7.77300
2026-05-26T22:48:26,48.58600,7.77178
2026-05-26T22:48:35,48.58606,7.77170
2026-05-26T22:48:43,48.58592,7.77288
2026-05-26T22:48:51,48.58543,7.77270
2026-05-26T22:48:59,48.58527,7.77290
2026-05-26T22:49:07,48.58527,7.77290
2026-05-26T22:49:15,48.58520,7.77300
2026-05-26T22:49:24,48.58520,7.77300
2026-05-26T22:49:32,48.58492,7.77345
2026-05-26T22:49:41,48.58498,7.77334
2026-05-26T22:49:49,48.58502,7.77427
2026-05-26T22:49:58,48.58412,7.77336
2026-05-26T22:50:06,48.58510,7.77443
2026-05-26T22:50:15,48.58538,7.77516
2026-05-26T22:50:24,48.58467,7.77380
2026-05-26T22:50:32,48.58467,7.77380
2026-05-26T22:50:41,48.58514,7.77490
2026-05-26T22:50:50,48.58485,7.77469
2026-05-26T22:50:58,48.58522,7.77500
2026-05-26T22:51:07,48.58511,7.77481
2026-05-26T22:51:16,48.58502,7.77427
2026-05-26T22:51:24,48.58523,7.77439
2026-05-26T22:51:32,48.58538,7.77516
2026-05-26T22:51:40,48.58539,7.77490
